Timestamp,transforms
1765492307.1500487,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 13000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.158575,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 501000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.1706192,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 34000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.1785572,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 525000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.1891296,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 55000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.1988814,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 552000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.2127342,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 76000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -7.644662915191884e-20, 'y': 1.8494554723061092e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.2206903,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 576000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.239094,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 576000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.2398357,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 94000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.0552526490047286e-19, 'y': 2.4610000902477726e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.2585979,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 576000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.266891,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 115000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.0664883748830517e-19, 'y': 2.1205520044007904e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.2785816,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 600000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.2865195,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 139000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.0859213299481762e-19, 'y': 2.0338837452782383e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.298619,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 627000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3041575,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 160000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.136394816308049e-19, 'y': 2.2227149103089498e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3186123,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 651000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3251276,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 181000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.0770686021421567e-19, 'y': 2.0244495266541616e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3386505,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 675000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3461046,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 202000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.0154338386416053e-19, 'y': 1.9149257094443545e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3586574,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 702000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3656185,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 223000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.017387027772466e-19, 'y': 2.0546506540242126e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3785822,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 702000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3864596,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 244000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -9.03508405042754e-20, 'y': 1.5335825459951456e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.3986135,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 726000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.407462,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 265000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.0925670213860132e-19, 'y': 2.535715523445115e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.418605,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 750000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4254138,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 286000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.2389277508706316e-19, 'y': 3.2425422983148495e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4386413,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 777000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4466083,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 307000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.2545448391376308e-19, 'y': 3.2890287758915873e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4585726,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 801000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4675455,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 328000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.261782312375479e-19, 'y': 3.308567662872931e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4785724,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 825000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4857204,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 349000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.3086987427646802e-19, 'y': 3.308593079732367e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.4985578,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 825000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5186095,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 825000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.527877,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 370000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.6123510305983145e-19, 'y': 4.76050685120919e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5385904,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 825000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.546498,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 391000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.465414950833597e-19, 'y': 4.1486966618023365e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5585525,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 825000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5670357,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 412000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.5187859906422458e-19, 'y': 4.4078790867176053e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5787292,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 900000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5879936,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 433000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.396110846933661e-19, 'y': 3.9012223925080963e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.5987413,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 927000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6059158,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 454000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.3067706930376014e-19, 'y': 3.5696516347545333e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6185577,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 951000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.0, 'y': -0.0, 'z': -0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6307685,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 475000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.3658541816705335e-19, 'y': 3.896245966992743e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6386895,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 975000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6527178,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 496000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.4197339545766567e-19, 'y': 4.145524190908097e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6585503,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 975000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6704364,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 517000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.495652035863754e-19, 'y': 4.454462492521251e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.678581,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 3, 'nanosec': 2000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6918294,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 538000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.530063429419627e-19, 'y': 4.5701843727816355e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.6985676,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 3, 'nanosec': 26000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.7130642,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 559000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.500745134181784e-19, 'y': 4.416528032739026e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.7187626,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 3, 'nanosec': 50000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.7312691,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 580000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.3188223737171996e-19, 'y': 3.690991531829343e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.7385745,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 3, 'nanosec': 77000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.7520554,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 2, 'nanosec': 601000000}), 'frame_id': 'odom'}), 'child_frame_id': 'base_link', 'transform': OrderedDict({'translation': OrderedDict({'x': -1.1794494437623587e-19, 'y': 3.183483712689713e-38, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
1765492307.7585552,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 3, 'nanosec': 101000000}), 'frame_id': 'map'}), 'child_frame_id': 'odom', 'transform': OrderedDict({'translation': OrderedDict({'x': -0.010000000000000009, 'y': 8.673617379884035e-18, 'z': 0.0}), 'rotation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})})})]"
